Team,PlayerName,Position,NumberOfgoal,isOnPitch,isYellowCard,isRedCard,distance
West Ham,Aaron Cresswell,DF,0,1,0,0,5.49,90
West Ham,Fabian Balbuena,DF,1,1,0,0,1.03,90
West Ham,Vladimír Coufal,DF,0,1,1,0,2.66,90
West Ham,Angelo Ogbonna,DF,0,0,0,0,0,0
West Ham,Andriy Yarmolenko,MF,0,1,0,0,8.15,90
West Ham,Manuel Lanzini,MF,0,1,1,0,8.92,90
West Ham,Michail Antonio,FW,1,1,0,0,6.43,90
West Ham,Mark Noble,MF,0,1,0,0,9.5,90
West Ham,Said Benrahma,MF,0,0,0,0,0,0
West Ham,Darren Randolph,GK,0,0,0,0,0,0
West Ham,Tomáš Souček,MF,0,0,0,0,0,0
West Ham,Issa Diop,DF,0,0,0,0,0,0
West Ham,Craig Dawson,DF,0,0,0,0,0,0
West Ham,Declan Rice,MF,0,0,0,0,0,0
West Ham,Pablo Fornals,MF,0,0,0,0,0,0
West Ham,Jarrod Bowen,MF,0,0,0,0,0,0
West Ham,Andriy Yarmolenko,MF,0,0,0,0,0,0
West Ham,Arthur Masuaku,DF,0,0,0,0,0,0
West Ham,Conor Coventry,MF,0,0,0,0,0,0
West Ham,Ademipo Odubeko,FW,1,1,0,0,6.45,90
West Ham,David Martin,GK,0,0,0,0,0,0
Leicester City,Kasper Schmeichel,GK,0,1,0,0,0.62,90
Leicester City,Wesley Fofana,DF,1,1,0,0,6.29,90
Leicester City,James Justin,DF,0,1,0,0,5.5,90
Leicester City,Caglar Söyüncü,DF,0,1,1,0,6.21,90
Leicester City,Ryan Bertrand,DF,0,1,0,0,1.57,90
Leicester City,Jonny Evans,DF,0,0,0,0,0,0
Leicester City,Youri Tielemans,MF,1,1,1,0,9.34,90
Leicester City,James Maddison,MF,1,1,0,0,7.14,90
Leicester City,Jamie Vardy,FW,0,1,1,0,4.68,90
Leicester City,Kelechi Iheanacho,FW,1,1,0,0,4.28,90
Leicester City,Harvey Barnes,MF,0,1,0,0,7.61,90
Leicester City,Danny Ward,GK,0,0,0,0,0,0
Leicester City,Marc Albrighton,MF,0,0,0,0,0,0
Leicester City,Ayoze Pérez,MF,0,0,0,0,0,0
Leicester City,Wes Morgan,DF,0,0,0,0,0,0
Leicester City,Hamza Choudhury,MF,0,0,0,0,0,0
Leicester City,Dennis Praet,MF,0,0,0,0,0,0
Leicester City,Daniel Amartey,DF,0,0,0,0,0,0
Leicester City,Ricardo Pereira,DF,0,0,0,0,0,0
Leicester City,Nampalys Mendy,MF,0,0,0,0,0,0
Leicester City,Patson Daka,FW,0,1,0,0,5.03,90
Leicester City,Ademola Lookman,MF,0,0,0,0,0,0
Leicester City,amine khalilo,DF,0,0,0,0,0,0
Chelsea,Kepa Arrizabalaga,GK,0,1,1,0,0.71,90
Chelsea,Antonio Rüdiger,DF,0,1,0,0,6.45,90
Chelsea,Marcos Alonso,DF,0,1,1,0,1.04,90
Chelsea,Andreas Christensen,DF,1,1,1,0,4.12,90
Chelsea,Jorginho,MF,1,1,0,0,7.16,90
Chelsea,Thiago Silva,DF,0,1,1,0,5.05,90
Chelsea,N'Golo Kanté,MF,0,1,0,0,9.54,90
Chelsea,Mateo Kovačić,MF,0,1,1,0,8.76,90
Chelsea,Romelu Lukaku,FW,0,1,1,0,6.4,90
Chelsea,Christian Pulisic,FW,0,1,0,0,3.19,90
Chelsea,Timo Werner,FW,0,1,0,0,3.68,90
Chelsea,Ruben Loftus-Cheek,MF,0,0,0,0,0,0
Chelsea,Willy Caballero,GK,0,0,0,0,0,0
Chelsea,Tammy Abraham,FW,0,0,0,0,0,0
Chelsea,Kurt Zouma,DF,0,0,0,0,0,0
Chelsea,Edouard Mendy,GK,0,0,0,0,0,0
Chelsea,Saul Niguez,MF,0,0,0,0,0,0
Chelsea,Marco van Ginkel,MF,0,0,0,0,0,0
Chelsea,Mason Mount,MF,0,0,0,0,0,0
Chelsea,Callum Hudson-Odoi,MF,0,0,0,0,0,0
Chelsea,Reece James,DF,0,0,0,0,0,0
Chelsea,Christian Pulisic,FW,0,0,0,0,0,0
Chelsea,Emerson Palmieri,DF,0,0,0,0,0,0
Newcastle United,Karl Darlow,GK,0,1,0,0,0.64,90
Newcastle United,Ciaran Clark,DF,1,1,1,0,4.09,90
Newcastle United,Paul Dummett,DF,0,1,0,0,3.01,90
Newcastle United,Federico Fernández,DF,0,1,1,0,6.09,90
Newcastle United,Jamaal Lascelles,DF,0,1,0,0,4.05,90
Newcastle United,Jonjo Shelvey,MF,0,1,1,0,8.52,90
Newcastle United,Joelinton,FW,0,1,0,0,4.83,90
Newcastle United,Jeff Hendrick,MF,1,1,1,0,9.3,90
Newcastle United,Callum Wilson,FW,0,1,1,0,6.53,90
Newcastle United,Allan Saint-Maximin,MF,0,1,0,0,9.42,90
Newcastle United,Miguel Almirón,MF,0,0,0,0,0,0
Newcastle United,Mark Gillespie,GK,0,0,0,0,0,0
Newcastle United,Emil Krafth,DF,0,0,0,0,0,0
Newcastle United,Isaac Hayden,MF,0,0,0,0,0,0
Newcastle United,Jacob Murphy,MF,0,0,0,0,0,0
Newcastle United,Sean Longstaff,MF,0,0,0,0,0,0
Newcastle United,Joe shelby,FW,1,1,0,0,4.44,90
Newcastle United,Matt Ritchie,MF,0,0,0,0,0,0
Newcastle United,Joe Willock,MF,0,0,0,0,0,0
Newcastle United,Javier Manquillo,DF,0,0,0,0,0,0
Newcastle United,vini Wilson,FW,0,0,0,0,0,0
Newcastle United,Paul guergour,DF,0,0,0,0,0,0
Newcastle United,Joe blace,MF,0,0,0,0,0,0
Leeds United,Illan Meslier,GK,0,1,0,0,0.2,90
Leeds United,Liam Cooper,DF,0,1,0,0,5.56,90
Leeds United,Diego Llorente,DF,0,1,1,0,4.13,90
Leeds United,Robin Koch,DF,0,1,0,0,3.22,90
Leeds United,Pascal Struijk,DF,0,1,0,0,6.42,90
Leeds United,Liam Cooper,DF,0,0,0,0,0,0
Leeds United,Ian Poveda,MF,0,1,1,0,9.75,90
Leeds United,Jack Harrison,MF,0,1,1,0,8.86,90
Leeds United,Patrick Bamford,FW,1,1,1,0,3.22,90
Leeds United,Ezgjan Alioski,DF,0,0,0,0,0,0
Leeds United,Tyler Roberts,FW,0,1,0,0,2.45,90
Leeds United,Kiko Casilla,GK,0,0,0,0,0,0
Leeds United,Stuart Dallas,MF,1,1,0,0,9.49,90
Leeds United,Raphinha,MF,0,0,0,0,0,0
Leeds United,Junior Firpo,DF,0,0,0,0,0,0
Leeds United,Kalvin Phillips,MF,0,0,0,0,0,0
Leeds United,Hélder Costa,MF,0,0,0,0,0,0
Leeds United,Adam Forshaw,MF,0,0,0,0,0,0
Leeds United,Jamie Shackleton,MF,0,0,0,0,0,0
Leeds United,Charlie Cresswell,DF,0,0,0,0,0,0
Leeds United,Joe Gelhardt,FW,1,1,1,0,1.08,90
Leeds United,Elia Caprile,GK,0,0,0,0,0,0
Leeds United,Jack Jenkins,MF,0,0,0,0,0,0
Southampton,Alex McCarthy,GK,1,1,0,0,0.73,90
Southampton,Kyle Walker-Peters,DF,0,1,1,0,6.47,90
Southampton,Jack Stephens,DF,0,1,1,0,5.13,90
Southampton,Jannik Vestergaard,DF,1,1,0,0,1.09,90
Southampton,Ryan Bertrand,DF,0,1,1,0,5.98,90
Southampton,Oriol Romeu,MF,1,1,0,0,8.65,90
Southampton,Stuart Armstrong,MF,0,1,0,0,9.87,90
Southampton,James Ward-Prowse,MF,1,1,1,0,8.85,90
Southampton,Ché Adams,FW,1,1,1,0,2.08,90
Southampton,Nathan Redmond,MF,0,0,0,0,0,0
Southampton,Danny Ings,FW,0,1,0,0,1.71,90
Southampton,Fraser Forster,GK,0,0,0,0,0,0
Southampton,Mohammed Salisu,DF,0,0,0,0,0,0
Southampton,Theo Walcott,MF,0,0,0,0,0,0
Southampton,Ibrahima Diallo,MF,0,0,0,0,0,0
Southampton,Michael Obafemi,FW,0,1,1,0,5.3,90
Southampton,Will Smallbone,MF,0,0,0,0,0,0
Southampton,Shane Long,FW,0,0,0,0,0,0
Southampton,Jan Bednarek,DF,0,0,0,0,0,0
Southampton,Armando Broja,FW,0,0,0,0,0,0
Southampton,Harry Lewis,GK,0,0,0,0,0,0
Southampton,William Ferry,MF,0,0,0,0,0,0
Southampton,Allan Tchaptchet,DF,0,0,0,0,0,0
Brentford,David Raya,GK,0,1,1,0,0.19,90
Brentford,Mads Bech Sørensen,DF,0,1,1,0,4.32,90
Brentford,Rico Henry,DF,1,1,1,0,3.31,90
Brentford,Pontus Jansson,DF,0,1,0,0,6.87,90
Brentford,Ethan Pinnock,DF,0,1,0,0,1.63,90
Brentford,Christian Nørgaard,MF,0,1,1,0,7.47,90
Brentford,Sergi Canós,MF,0,1,0,0,7.47,90
Brentford,Marcus Forss,FW,0,1,1,0,3.07,90
Brentford,Ivan Toney,FW,1,1,1,0,5.86,90
Brentford,Josh Dasilva,MF,0,1,0,0,9.28,90
Brentford,Bryan Mbeumo,MF,0,0,0,0,0,0
Brentford,Mathias Jensen,MF,0,0,0,0,0,0
Brentford,Dom Thompson,DF,0,0,0,0,0,0
Brentford,Shandon Baptiste,MF,0,0,0,0,0,0
Brentford,Charlie Goode,DF,0,0,0,0,0,0
Brentford,Fin Stevens,DF,0,0,0,0,0,0
Brentford,Emiliano Marcondes,MF,0,0,0,0,0,0
Brentford,Alvaro Fernandez,DF,0,0,0,0,0,0
Brentford,Jan Zamburek,MF,0,0,0,0,0,0
Brentford,Mads Bidstrup,MF,0,0,0,0,0,0
Brentford,Josh Clarke,DF,0,0,0,0,0,0
Brentford,David Titov,DF,0,0,0,0,0,0
Brentford,Max Haygarth,MF,0,0,0,0,0,0
Wolves,Rui Patrício,GK,0,1,1,0,0.05,90
Wolves,Max Kilman,DF,0,1,0,0,2.17,90
Wolves,Romain Saïss,DF,0,1,1,0,6.06,90
Wolves,Conor Coady,DF,0,1,0,0,5.34,90
Wolves,Fernando Marçal,DF,0,1,1,0,5.48,90
Wolves,Nélson Semedo,DF,0,0,0,0,0,0
Wolves,Rúben Neves,MF,0,1,1,0,7.61,90
Wolves,Rúben Neves,MF,0,1,0,0,7.25,90
Wolves,Adama Traoré,MF,0,1,0,0,9.88,90
Wolves,Raúl Jiménez,FW,0,1,0,0,6.78,90
Wolves,Francisco Trincão,MF,0,0,0,0,0,0
Wolves,John Ruddy,GK,0,0,0,0,0,0
Wolves,Leander Dendoncker,MF,0,0,0,0,0,0
Wolves,João Moutinho,MF,0,0,0,0,0,0
Wolves,Willian José,FW,0,1,1,0,4.96,90
Wolves,João Moutinho,MF,0,0,0,0,0,0
Wolves,Adama Traoré,MF,0,0,0,0,0,0
Wolves,Marçal,DF,0,0,0,0,0,0
Wolves,Patrick Cutrone,FW,0,1,0,0,1.98,90
Wolves,Meritan Shabani,MF,0,0,0,0,0,0
Wolves,Christian Marques,DF,0,0,0,0,0,0
Wolves,Theo Corbeanu,FW,0,0,0,0,0,0
Wolves,Andreas Söndergaard,GK,0,0,0,0,0,0
Liverpool,Alisson,GK,0,1,1,0,0.52,90
Liverpool,Nathaniel Phillips,DF,1,1,1,0,6.76,90
Liverpool,Fabinho,MF,1,1,1,0,8.2,90
Liverpool,Virgil van Dijk,DF,0,1,0,0,5.76,90
Liverpool,Georginio Wijnaldum,MF,0,1,0,0,9.57,90
Liverpool,Diogo Jota,FW,0,1,0,0,3.16,90
Liverpool,James Milner,MF,0,1,1,0,9.13,90
Liverpool,Naby Keïta,MF,0,0,0,0,0,0
Liverpool,Roberto Firmino,FW,0,1,0,0,1.56,90
Liverpool,Sadio Mané,FW,0,1,1,0,2.07,90
Liverpool,Mohamed Salah,FW,0,0,0,0,0,0
Liverpool,Joe Gomez,DF,0,1,1,0,6.87,90
Liverpool,Adrián,GK,0,0,0,0,0,0
Liverpool,Jordan Henderson,MF,0,0,0,0,0,0
Liverpool,Alexander-Arnold,DF,0,1,0,0,3.53,90
Liverpool,Marko Grujić,MF,0,0,0,0,0,0
Liverpool,Curtis Jones,MF,0,0,0,0,0,0
Liverpool,Takumi Minamino,FW,0,0,0,0,0,0
Liverpool,Harvey Elliott,MF,0,0,0,0,0,0
Liverpool,Divock Origi,FW,0,0,0,0,0,0
Liverpool,Kostas Tsimikas,DF,0,0,0,0,0,0
Liverpool,Joël Matip,DF,0,0,0,0,0,0
Liverpool,Leighton Clarkson,MF,0,0,0,0,0,0
Norwich City,Tim Krul,GK,1,1,1,0,0.09,90
Norwich City,Max Aarons,DF,0,1,1,0,3.48,90
Norwich City,Christos Tzolis,MF,1,1,0,0,9.48,90
Norwich City,Andrew Omobamidele,DF,0,1,0,0,6.31,90
Norwich City,Grant Hanley,DF,0,1,0,0,1.87,90
Norwich City,Ben Gibson,DF,1,1,1,0,5.98,90
Norwich City,Przemysław Płacheta,MF,0,1,1,0,7.6,90
Norwich City,Teemu Pukki,FW,0,1,1,0,3.01,90
Norwich City,Adam Idah,FW,0,1,0,0,4.58,90
Norwich City,Josh Sargent,FW,0,1,1,0,2.77,90
Norwich City,Onel Hernández,MF,0,1,0,0,7.43,90
Norwich City,Michael McGovern,GK,0,0,0,0,0,0
Norwich City,Christoph Zimmermann,DF,0,0,0,0,0,0
Norwich City,Andrew Omobamidele,DF,0,0,0,0,0,0
Norwich City,Oliver Skipp,MF,0,0,0,0,0,0
Norwich City,Mathias Normann,MF,0,0,0,0,0,0
Norwich City,Todd Cantwell,MF,0,0,0,0,0,0
Norwich City,Marco Stiepermann,MF,0,0,0,0,0,0
Norwich City,Brandon Williams,DF,0,0,0,0,0,0
Norwich City,Grant Hanley,DF,0,0,0,0,0,0
Norwich City,Josh Sargent,FW,0,0,0,0,0,0
Norwich City,Michael sinn,GK,0,0,0,0,0,0
Norwich City,Josh Martin,MF,0,0,0,0,0,0
Aston Villa,Emiliano Martínez,GK,0,1,0,0,0.97,90
Aston Villa,Matt Targett,DF,0,1,0,0,6.55,90
Aston Villa,Tyrone Mings,DF,0,1,1,0,2.26,90
Aston Villa,Ezri Konsa,DF,0,1,1,0,2.44,90
Aston Villa,Douglas Luiz,MF,1,1,1,0,8.82,90
Aston Villa,Tyler Roberts,FW,0,1,0,0,1.71,90
Aston Villa,John McGinn,MF,0,1,1,0,9.66,90
Aston Villa,Danny Ings,FW,0,1,0,0,6.15,90
Aston Villa,Emi Buendía,MF,0,1,0,0,8.43,90
Aston Villa,Jack Grealish,MF,0,0,0,0,0,0
Aston Villa,Anwar El Ghazi,MF,0,0,0,0,0,0
Aston Villa,Jacob Ramsey,MF,0,0,0,0,0,0
Aston Villa,Jed Steer,GK,0,0,0,0,0,0
Aston Villa,Conor Hourihane,MF,0,0,0,0,0,0
Aston Villa,Björn Engels,DF,0,1,1,0,2.55,90
Aston Villa,Trezeguet,MF,0,0,0,0,0,0
Aston Villa,Keinan Davis,FW,0,1,1,0,6.54,90
Aston Villa,Morgan Sanson,MF,0,0,0,0,0,0
Aston Villa,Matty Cash,DF,0,0,0,0,0,0
Aston Villa,Axel Tuanzebe,DF,0,0,0,0,0,0
Aston Villa,Marvelous Nakamba,MF,0,0,0,0,0,0
Aston Villa,Leon Bailey,MF,0,0,0,0,0,0
Aston Villa,John casper,MF,0,0,0,0,0,0
Tottenham,Hugo Lloris,GK,0,1,0,0,0.23,90
Tottenham,Matt Doherty,DF,0,1,1,0,2.01,90
Tottenham,Sergio Reguilón,DF,0,1,1,0,3.23,90
Tottenham,Toby Alderweireld,DF,1,1,1,0,2.2,90
Tottenham,Pierre-Emile Højbjerg,MF,0,1,1,0,8.69,90
Tottenham,Davinson Sánchez,DF,0,1,1,0,6.17,90
Tottenham,Heung-Min Son,FW,0,1,0,0,2.91,90
Tottenham,Harry Winks,MF,0,1,1,0,8.92,90
Tottenham,Harry Kane,FW,0,1,1,0,5.26,90
Tottenham,Dele Alli,MF,0,1,1,0,9.89,90
Tottenham,Erik Lamela,MF,0,0,0,0,0,0
Tottenham,Joe Hart,GK,0,0,0,0,0,0
Tottenham,Joe Rodon,DF,0,0,0,0,0,0
Tottenham,Cristian Romero,DF,0,0,0,0,0,0
Tottenham,Eric Dier,DF,0,0,0,0,0,0
Tottenham,Oliver Skipp,MF,0,0,0,0,0,0
Tottenham,Moussa Sissoko,MF,0,0,0,0,0,0
Tottenham,Giovani Lo Celso,MF,0,0,0,0,0,0
Tottenham,Steven Bergwijn,MF,0,0,0,0,0,0
Tottenham,Emerson Royal,DF,0,0,0,0,0,0
Tottenham,Jack Clarke,MF,0,0,0,0,0,0
Tottenham,Brandon Austin,GK,0,0,0,0,0,0
Tottenham,Harvey White,MF,0,0,0,0,0,0
Manchester United,David de Gea,GK,0,1,1,0,0.2,90
Manchester United,Victor Lindelöf,DF,0,1,1,0,2.91,90
Manchester United,Eric Bailly,DF,0,1,1,0,1.58,90
Manchester United,Phil Jones,DF,1,1,1,0,4.47,90
Manchester United,Harry Maguire,DF,0,1,1,0,3.54,90
Manchester United,Luke Shaw,DF,0,0,0,0,0,0
Manchester United,Edinson Cavani,FW,1,1,1,0,6.05,90
Manchester United,Juan Mata,MF,0,1,0,0,9.6,90
Manchester United,Anthony Martial,FW,1,1,1,0,2.13,90
Manchester United,Marcus Rashford,FW,0,1,0,0,4.65,90
Manchester United,Mason Greenwood,FW,0,0,0,0,0,0
Manchester United,Lee Grant,GK,0,0,0,0,0,0
Manchester United,Jesse Lingard,MF,0,1,0,0,9.81,90
Manchester United,Andreas Pereira,MF,0,1,1,0,8.41,90
Manchester United,Alex Telles,DF,0,0,0,0,0,0
Manchester United,Paul Pogba,MF,0,0,0,0,0,0
Manchester United,Fred,MF,0,0,0,0,0,0
Manchester United,Bruno Fernandes,MF,0,0,0,0,0,0
Manchester United,Amad Diallo,FW,0,0,0,0,0,0
Manchester United,Diogo Dalot,DF,0,0,0,0,0,0
Manchester United,Donny van de Beek,MF,0,0,0,0,0,0
Manchester United,Dean Henderson,GK,0,0,0,0,0,0
Manchester United,Shola Shoretire,MF,0,0,0,0,0,0
Burnley,Nick Pope,GK,0,1,0,0,0.77,90
Burnley,Matthew Lowton,DF,1,1,1,0,4.52,90
Burnley,Charlie Taylor,DF,0,1,0,0,2.97,90
Burnley,Ben Mee,DF,0,1,0,0,5.48,90
Burnley,James Tarkowski,DF,0,1,1,0,6.06,90
Burnley,Jack Cork,MF,0,1,1,0,8.18,90
Burnley,Johann Berg Gudmundsson,MF,0,1,1,0,7.04,90
Burnley,Ashley Westwood,MF,0,1,0,0,8.84,90
Burnley,Chris Wood,FW,0,1,1,0,2.64,90
Burnley,Ashley Barnes,FW,0,1,0,0,1.09,90
Burnley,Dwight McNeil,MF,0,0,0,0,0,0
Burnley,Robbie Brady,MF,0,0,0,0,0,0
Burnley,Will Norris,GK,0,0,0,0,0,0
Burnley,Maxwel Cornet,DF,0,0,0,0,0,0
Burnley,Phil Bardsley,DF,0,0,0,0,0,0
Burnley,James Tarkowski,DF,0,0,0,0,0,0
Burnley,Connor Roberts,DF,0,0,0,0,0,0
Burnley,Josh Brownhill,MF,0,0,0,0,0,0
Burnley,Matěj Vydra,FW,0,1,0,0,6.1,90
Burnley,Erik Pieters,DF,0,0,0,0,0,0
Burnley,Joel Mumbongo,FW,0,0,0,0,0,0
Burnley,Wayne Hennessey,GK,0,0,0,0,0,0
